osmid,y,x,ref,highway,street_count,geometry
8593880330,33.2190573,-97.1487562,,,2,POINT (-97.1487562 33.2190573)
8593880332,33.2188702,-97.1487675,,,2,POINT (-97.1487675 33.2188702)
8593880333,33.2174075,-97.1505741,,,2,POINT (-97.1505741 33.2174075)
8593880338,33.2171366,-97.1505781,,,2,POINT (-97.1505781 33.2171366)
8593961396,33.2119864,-97.1372922,,,2,POINT (-97.1372922 33.2119864)
8594032227,33.2133601,-97.1235653,,,2,POINT (-97.1235653 33.2133601)
8594032230,33.2127463,-97.1235685,,,2,POINT (-97.1235685 33.2127463)
8594032231,33.2144149,-97.123977,,,2,POINT (-97.123977 33.2144149)
8594032237,33.2135722,-97.1235642,,,2,POINT (-97.1235642 33.2135722)
8594032239,33.2141697,-97.1235612,,,2,POINT (-97.1235612 33.2141697)
8594032345,33.2236884,-97.1261823,,,2,POINT (-97.1261823 33.2236884)
8594032347,33.2236696,-97.1247202,,,2,POINT (-97.1247202 33.2236696)
8594032354,33.2222701,-97.1267957,,,2,POINT (-97.1267957 33.2222701)
8594032357,33.2222701,-97.126544,,,2,POINT (-97.126544 33.2222701)
8594051995,33.2113166,-97.1414574,,,2,POINT (-97.1414574 33.2113166)
8594052000,33.2112444,-97.1423305,,,2,POINT (-97.1423305 33.2112444)
8594052002,33.2112459,-97.1425755,,,2,POINT (-97.1425755 33.2112459)
8594052004,33.2126018,-97.142672,,,2,POINT (-97.142672 33.2126018)
8594161906,33.2168606,-97.1282092,,,2,POINT (-97.1282092 33.2168606)
8594168924,33.21675,-97.1273688,,,2,POINT (-97.1273688 33.21675)
8597334072,33.22113,-97.1290074,,,2,POINT (-97.1290074 33.22113)
8597334075,33.2222075,-97.1311157,,,2,POINT (-97.1311157 33.2222075)
8597334077,33.2192991,-97.1329893,,,2,POINT (-97.1329893 33.2192991)
8597334083,33.2187541,-97.1323751,,,2,POINT (-97.1323751 33.2187541)
8597404380,33.2067204,-97.1481627,,,2,POINT (-97.1481627 33.2067204)
8597404384,33.2064072,-97.1485668,,,2,POINT (-97.1485668 33.2064072)
8597448774,33.2106813,-97.1311504,,,2,POINT (-97.1311504 33.2106813)
8597448783,33.210956,-97.1302914,,,2,POINT (-97.1302914 33.210956)
8597448784,33.2099933,-97.1303361,,,2,POINT (-97.1303361 33.2099933)
8597448792,33.2106781,-97.1306539,,,2,POINT (-97.1306539 33.2106781)
8597449832,33.2252064,-97.1548735,,,2,POINT (-97.1548735 33.2252064)
8597449836,33.2262343,-97.1549722,,,2,POINT (-97.1549722 33.2262343)
8597449837,33.2259142,-97.1549794,,,2,POINT (-97.1549794 33.2259142)
8597449839,33.2255999,-97.1549864,,,2,POINT (-97.1549864 33.2255999)
8597470798,33.2085499,-97.1291112,,,2,POINT (-97.1291112 33.2085499)
8597541968,33.2070277,-97.1444,,,2,POINT (-97.1444 33.2070277)
8597857375,33.2064169,-97.1264775,,,2,POINT (-97.1264775 33.2064169)
8597857379,33.2068637,-97.1258322,,,2,POINT (-97.1258322 33.2068637)
8604933767,33.2190724,-97.1323668,,,2,POINT (-97.1323668 33.2190724)
8649501361,33.2160876,-97.1331002,,,2,POINT (-97.1331002 33.2160876)
8649541228,33.2063209,-97.1518645,,,2,POINT (-97.1518645 33.2063209)
